;Сибирский федеральный округ;Алтайский край;;Судебный участок № 1 Шипуновского района ;Судебным участком № 1 Шипуновского района ;Судебного участка № 1 Шипуновского района ;658390, Алтайский край, Шипуновский район, с. Шипуново, пр. Комсомольский, д. 46;8 (38550) 22-2-89;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 1 г. Алейска ;Судебным участком № 1 г. Алейска ;Судебного участка № 1 г. Алейска ;658130, Алтайский край, г. Алейск, ул. Сердюка, д. 154;8 (38553) 2-05-22;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 1 г. Новоалтайска ;Судебным участком № 1 г. Новоалтайска ;Судебного участка № 1 г. Новоалтайска ;658080, Алтайский край, г. Новоалтайск, ул. Хлебозаводская, д. 12;8 (38532) 2-54-72;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 1 г.Заринска ;Судебным участком № 1 г.Заринска ;Судебного участка № 1 г.Заринска ;659100, Алтайский край, г. Заринск, ул. 25 Партсъезда, д. 32;8 (38595) 7-08-54;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 1 г.Славгорода ;Судебным участком № 1 г.Славгорода ;Судебного участка № 1 г.Славгорода ;658820, Алтайский край, г. Славгород, ул. Ленина, д. 198;8 (38568) 5-09-96;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 2 Индустриального района г. Барнаула ;Судебным участком № 2 Индустриального района г. Барнаула ;Судебного участка № 2 Индустриального района г. Барнаула ;656062, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-92;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 2 Ленинского района г. Барнаула ;Судебным участком № 2 Ленинского района г. Барнаула ;Судебного участка № 2 Ленинского района г. Барнаула ;656062, Алтайский край, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-72;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 2 Благовещенского района ;Судебным участком № 2 Благовещенского района ;Судебного участка № 2 Благовещенского района ;658670, Алтайский край, Благовещенский район, р. п. Благовещенка, пер. Кучеровых, д. 79;8 (38564) 2-13-62;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 2 Каменского района ;Судебным участком № 2 Каменского района ;Судебного участка № 2 Каменского района ;658710, Алтайский край, г. Камень-на-Оби, ул. Громова, д. 49;8 (38584) 21-0-05;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 2 Кулундинского района ;Судебным участком № 2 Кулундинского района ;Судебного участка № 2 Кулундинского района ;658920, Алтайский край, Кулундинский район, с. Кулунда, ул. Советская, д. 32;8 (38566) 2-31-34;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 2 Локтевского района ;Судебным участком № 2 Локтевского района ;Судебного участка № 2 Локтевского района ;658422, Алтайский край, Локтевский район, г. Горняк, ул. Маяковского, 132а;8 (38586) 3-05-22;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 2 Михайловского района ;Судебным участком № 2 Михайловского района ;Судебного участка № 2 Михайловского района ;658960, Алтайский край, Михайловский район, с. Михайловское, ул. Садовая, д. 40;8 (38570) 2-45-21;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 2 Павловского района ;Судебным участком № 2 Павловского района ;Судебного участка № 2 Павловского района ;659000, Алтайский край, Павловский район, с. Павловск, ул. Ленина, д. 32а;8 (38581) 2-28-65;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 2 Первомайского района ;Судебным участком № 2 Первомайского района ;Судебного участка № 2 Первомайского района ;658080, Алтайский край, г. Новоалтайск, ул. Хлебозаводская, д. 12;8 (38532) 2-33-76;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 2 Поспелихинского района ;Судебным участком № 2 Поспелихинского района ;Судебного участка № 2 Поспелихинского района ;659700, Алтайский край, Поспелихинский район, с. Поспелиха, ул. Советская, д. 89;8 (38556) 21-5-85;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 2 Тальменского района ;Судебным участком № 2 Тальменского района ;Судебного участка № 2 Тальменского района ;658030, Алтайский край, Тальменский район, с. Тальменка, ул. Партизанская, д. 78;8 (38591) 2-16-59;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 2 Троицкого района ;Судебным участком № 2 Троицкого района ;Судебного участка № 2 Троицкого района ;659840, Алтайский край, Троицкий район, с. Троицкое, ул. Ленина, д. 9;8 (38534) 21-0-37;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 2 Шипуновского района ;Судебным участком № 2 Шипуновского района ;Судебного участка № 2 Шипуновского района ;658390, Алтайский край, Шипуновский район, с. Шипуново, пр. Комсомольский, д. 46;8 (38550) 2-17-71;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 2 г. Алейска ;Судебным участком № 2 г. Алейска ;Судебного участка № 2 г. Алейска ;658130, Алтайский край, г. Алейск, ул. Сердюка, д. 154;8 (38553) 20-6-43;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 2 г. Заринска ;Судебным участком № 2 г. Заринска ;Судебного участка № 2 г. Заринска ;659100, Алтайский край, г. Заринск, ул. 25 Партсъезда, д. 32;8 (38595) 7-99-58;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 2 г. Новоалтайска ;Судебным участком № 2 г. Новоалтайска ;Судебного участка № 2 г. Новоалтайска ;658080, Алтайский край, г. Новоалтайск, ул. Хлебозаводская, д. 12;8 (38532) 4-25-02;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 2 г. Славгорода ;Судебным участком № 2 г. Славгорода ;Судебного участка № 2 г. Славгорода ;658820, Алтайский край, г. Славгород, ул. Ленина, д. 198;8 (38568) 5-11-98;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 3 Индустриального района г. Барнаула ;Судебным участком № 3 Индустриального района г. Барнаула ;Судебного участка № 3 Индустриального района г. Барнаула ;656062, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-93;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 3 Каменского района ;Судебным участком № 3 Каменского района ;Судебного участка № 3 Каменского района ;658701, Алтайский край, г. Камень-на-Оби, ул. Громова, д. 49;8 (38584) 2-37-54;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 3 Первомайского района ;Судебным участком № 3 Первомайского района ;Судебного участка № 3 Первомайского района ;658080, Алтайский край, г. Новоалтайск, ул. Хлебозаводская, д. 12;8 (38532) 2-08-39;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 3 г. Заринска ;Судебным участком № 3 г. Заринска ;Судебного участка № 3 г. Заринска ;659100, Алтайский край, г. Заринск, ул. 25 Партсъезда, д. 32;8 (38595) 7-69-82;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 3 г. Новоалтайска ;Судебным участком № 3 г. Новоалтайска ;Судебного участка № 3 г. Новоалтайска ;658080, Алтайский край, г. Новоалтайск, ул. Хлебозаводская, д. 12;8 (38532) 2-20-77;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 3 г.Славгорода ;Судебным участком № 3 г.Славгорода ;Судебного участка № 3 г.Славгорода ;658820, Алтайский край, г. Славгород, ул. Ленина, д. 198;8 (38568) 5-26-69;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 4 Индустриального района г. Барнаула ;Судебным участком № 4 Индустриального района г. Барнаула ;Судебного участка № 4 Индустриального района г. Барнаула ;656062, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-94;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 4 Ленинского района г. Барнаула ;Судебным участком № 4 Ленинского района г. Барнаула ;Судебного участка № 4 Ленинского района г. Барнаула ;656062, Алтайский край, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-74;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 4 г. Новоалтайска ;Судебным участком № 4 г. Новоалтайска ;Судебного участка № 4 г. Новоалтайска ;658080, Алтайский край, г. Новоалтайск, ул. Хлебозаводская, д. 12;8 (38532) 4-26-67;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 5 Индустриального района г. Барнаула ;Судебным участком № 5 Индустриального района г. Барнаула ;Судебного участка № 5 Индустриального района г. Барнаула ;656062, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-95;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 5 Ленинского района г. Барнаула ;Судебным участком № 5 Ленинского района г. Барнаула ;Судебного участка № 5 Ленинского района г. Барнаула ;656062, Алтайский край, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-75;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 5 г. Бийска ;Судебным участком № 5 г. Бийска ;Судебного участка № 5 г. Бийска ;659325, Алтайский край, г. Бийск, ул. Куйбышева, д. 106;8 (3854) 24-01-65;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 6 Индустриального района г. Барнаула ;Судебным участком № 6 Индустриального района г. Барнаула ;Судебного участка № 6 Индустриального района г. Барнаула ;656062, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-96;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 6 Ленинского района г. Барнаула ;Судебным участком № 6 Ленинского района г. Барнаула ;Судебного участка № 6 Ленинского района г. Барнаула ;656062, Алтайский край, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-76;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 7 Индустриального района г. Барнаула ;Судебным участком № 7 Индустриального района г. Барнаула ;Судебного участка № 7 Индустриального района г. Барнаула ;656062, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-97;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 7 Ленинского района г. Барнаула ;Судебным участком № 7 Ленинского района г. Барнаула ;Судебного участка № 7 Ленинского района г. Барнаула ;656062, Алтайский край, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-77;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 7 г. Бийска ;Судебным участком № 7 г. Бийска ;Судебного участка № 7 г. Бийска ;659325, Алтайский край, г. Бийск, ул. Куйбышева, д. 106;8 (3854) 24-01-05;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 8 Индустриального района г. Барнаула ;Судебным участком № 8 Индустриального района г. Барнаула ;Судебного участка № 8 Индустриального района г. Барнаула ;656062, г. Барнаул, ул. Попова, д. 68;8 (3852) 54-84-98;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 8 г. Бийска ;Судебным участком № 8 г. Бийска ;Судебного участка № 8 г. Бийска ;659325, Алтайский край, г. Бийск, ул. Куйбышева, д. 106;8 (3854) 24-01-68;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок № 9 г. Бийска ;Судебным участком № 9 г. Бийска ;Судебного участка № 9 г. Бийска ;659325, Алтайский край, г. Бийск, ул. Куйбышева, д. 106;8 (3854) 24-01-59;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок Усть-Калманского района ;Судебным участком Усть-Калманского района ;Судебного участка Усть-Калманского района ;658150, Алтайский край, Усть-Калманский район, с. Усть-Калманка, ул. Ленина, д. 19;8 (38599) 2-15-64;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок Усть-Пристанского района ;Судебным участком Усть-Пристанского района ;Судебного участка Усть-Пристанского района ;659580, Алтайский край, Усть-Пристанский район, с. Усть-Чарышская Пристань, ул. 1 Мая, д. 13;8 (38554) 2-24-70;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок г.Белокурихи ;Судебным участком г.Белокурихи ;Судебного участка г.Белокурихи ;659900, Алтайский край, г. Белокуриха, ул. Братьев Ждановых, д. 23;8 (38577) 2-37-27;;;;
;Сибирский федеральный округ;Алтайский край;;Судебный участок г.Яровое ;Судебным участком г.Яровое ;Судебного участка г.Яровое ;658837, Алтайский край, г. Яровое, ул. Ленина, д. 16;8 (38568) 2-53-37;;;;
